,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
336,Construction of Ramakandi Check Dam (Barrage) near village Bitana over Junei nalla in Binjharpur Block under MATY grant for the year 2022-23.,JAJPUR,755001,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK","SE,MID, JAJPUR",Construction of Ramakandi Check Dam (Barrage) near village Bitana over Junei nalla in Binjharpur Block under MATY grant for the year 2022-23.,"69,71,901",Civil Works - Others,,SEMIDJAJ_09/2022-23,2023_CEMIB_85201_3,Open Tender,Works,Nil,Nil,"5,926,813.01",21-Mar-2023,"INR 5,926,813.01",NA,Jajapur,NA,Jajapur,'BITANA',BINJHARPUR,,BINJHARPUR,BINJHARPUR,BINJHARPUR
374,Construction of Sasanda Check Dam (Barrage) near village Sasanda over Kalabhaunri nalla in Binjharpur Block under MATY grant for the year 2022-23.,JAJPUR,755001,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK","SE,MID, JAJPUR",Construction of Sasanda Check Dam (Barrage) near village Sasanda over Kalabhaunri nalla in Binjharpur Block under MATY grant for the year 2022-23.,"73,67,135",Civil Works - Others,,SEMIDJAJ_09/2022-23,2023_CEMIB_85201_5,Open Tender,Works,Nil,Nil,"6,262,801.58",21-Mar-2023,"INR 6,262,801.58",NA,Jajapur,NA,Jajapur,,BINJHARPUR,,BINJHARPUR,BINJHARPUR,BINJHARPUR
733,JJPR-04/ 19-20 Protection to left flood bank of Jari Guide Bundha at Jari Gokha Sahi.,Binjharpur,755001,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Jajpur Irr Division,Jajpur","O/o the EE, Jajpur Irrigation Division, Jajpur",Embankment protection,"40,19,859",Civil Works - Others,,e-Procurement Notice No.01/ 2019-20,2020_CELBB_59018_2,Open Tender,Works,NIL,NIL,"3,417,282.06",29-May-2022,"INR 3,417,282.06",NA,NA,Jajapur,Jajapur,'JARI',BINJHARPUR,,JARI,BINJHARPUR,BINJHARPUR
1081,Sl.No.8-Protection to scoured bank portion near Jenapur(Construction of Gada),Jaraka,755050,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jaraka Irr Division, Jaraka","S.E. Jaraka Irrigation Division, Jaraka",Earth work and Cement concrete work,"5,40,912",Civil Works - Others,,JKID-03 OF 2022-23,2022_CELBB_77940_8,National Competitive Bid,Works,Nil,Nil,"459,829",27-Jun-2022,"INR 459,829",NA,Jajapur,NA,Jajapur,'JENAPUR',RASULPUR,,JENAPUR,BINJHARPUR,BINJHARPUR
196,Construction of control Sluice cum V R bridge at RD 500 m on Belpal drainage cut outfalling on river Brahmani in Rajnagar block of kendrapara district.,"Rajanagar block,Kendrapara",754225,"CE,Drainage,Cuttack","o/o-the Chief Engineer,Drainage,,Cuttack",Construction of Control sluice cum VRB,"24,44,98,368",Civil Works - Others,,CE-DR-CTC-01/2022-23,2022_CEDC_76817_1,National Competitive Bid,Works,Nil,Nil,"207,848,063",06-Feb-2023,"INR 207,848,063",NA,Kendrapara,Kendrapara,Kendrapara,"'RAJNAGAR', 'BELPAL'",RAJNAGAR,,RAJNAGAR,RAJNAGAR,RAJNAGAR
209,Construction of Diannalla Check Dam near village B-Domanda over Dian nalla in Rajkanika Block under MATY grant for the year 2022-23.,jajpur,755001,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",SE MI DIVISION JAJPUR,Construction of Diannalla Check Dam near village B-Domanda over Dian nalla in Rajkanika Block under MATY grant for the year 2022-23.,"44,37,168",Civil Works - Others,,SEMIDJAJ_08/2022-23,2023_CEMIB_85193_2,Open Tender,Works,Nil,Nil,"3,772,036.72",21-Mar-2023,"INR 3,772,036.72",NA,Kendrapara,NA,Kendrapara,,RAJKANIKA,,,RAJKANIKA,RAJKANIKA
272,Construction of Kesanagar Check Dam near village Kesanagar over Sanajore nalla in Rajkanika Block under MATY grant for the year 2022-23.,JAJPUR,755001,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK","SE,MID, JAJPUR",Construction of Kesanagar Check Dam near village Kesanagar over Sanajore nalla in Rajkanika Block under MATY grant for the year 2022-23.,"51,05,077",Civil Works - Others,,SEMIDJAJ_09/2022-23,2023_CEMIB_85201_1,Open Tender,Works,Nil,Nil,"4,339,825.62",21-Mar-2023,"INR 4,339,825.62",NA,Kendrapara,NA,Kendrapara,,RAJKANIKA,,,RAJKANIKA,RAJKANIKA
343,"Construction of RCC Hume Pipe drain at Ambadi Basti to drain outlet at Gobari enbankment,Dillarpur in Ward No 18",KENDRAPARA MUNICIPALITY,754211,Municipal Bodies||Kendrapara Municipality,KENDRAPARA MUNICIPALITY,"Construction of RCC Hume Pipe drain at Ambadi Basti to drain outlet at Gobari enbankment,Dillarpur in Ward No 18","12,10,469",Civil Works - Others,,KM_03-2018/19,2018_ORULB_46652_6,Open Tender,Works,EXECUTIVE OFFICER KENDRAPARA MUNICIPALITY,KENDRAPARA,"1,204,417",10-Jun-2022,"INR 1,204,417",NA,NA,Kendrapara,Kendrapara,,,,,RAJKANIKA,RAJKANIKA
398,Construction of Ujanga Mahara-II Check Dam near village Ujanga over Ujangamahara nalla in Rajkanika Block under MATY grant for the year 2022-23.,JAJPUR,755001,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK","SE,MID, JAJPUR",Construction of Ujanga Mahara-II Check Dam near village Ujanga over Ujangamahara nalla in Rajkanika Block under MATY grant for the year 2022-23.,"74,14,762",Civil Works - Others,,SEMIDJAJ_09/2022-23,2023_CEMIB_85201_2,Open Tender,Works,Nil,Nil,"6,303,289.57",21-Mar-2023,"INR 6,303,289.57",NA,Kendrapara,NA,Kendrapara,'UJANGA',RAJKANIKA,,,RAJKANIKA,RAJKANIKA
899,Repair to Patkura-Garadapur road such as providing and laying SDBC to the extensive damaged portion from ch 2/768km to 4/122km and drain from ch 2/100km to 2/200 km for the year 2022-23,PATKURA,754228,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-KENDRAPADA,"S.E, KENDRAPARA RNB DIVISION-II, KENDRAPARA",ROAD WORK,"41,38,288",Civil Works - Roads,,SE(RnB) KPD-II-03/2022-23,2022_EICCL_78345_1,Open Tender,Works,Nil,Nil,"3,517,959",08-Jul-2022,"INR 4,138,288",NA,Kendrapara,Kendrapara,Kendrapara,'PATKURA',GARADAPUR,,GARADAPUR,GARADAPUR,GARADAPUR
1050,Silt Clearance of Disty No-4 from RD 00 to RD 16.960 Km and Kendrapara Canal from RD 4.780 Km to 11.750 Km for the year 2022-23,KENDUPATANA,754021,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE, Mahanadi North Division,Jagatpur","O/O THE SUPERINTENDING ENGINEER,MND-I",Silt Clearance of Disty No-4 from RD 00 to RD 16.960 Km and Kendrapara Canal from RD 4.780 Km to 11.750 Km for the year 2022-23,"13,90,600",Civil Works - Others,,MND-04/2021-22,2022_CELBB_76452_27,National Competitive Bid,Works,Nil,Nil,"754,378",16-Jul-2022,"INR 754,378",NA,Kendrapara,NA,Kendrapara,,,,,GARADAPUR,GARADAPUR
88,"Construction of 5 Nos pile foot bridge in Balikuda Erasama Block Near village Badagaon, near village Suakunda, near village Alia, near village Samantarapur near village Anianka",Construction of 5 Nos pile foot bridge in Balikuda,754103,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,"Construction of 5 Nos pile foot bridge in Balikuda Erasama Block Near village Badagaon, near village Suakunda, near village Alia, near village Samantarapur near village Anianka","1,30,98,532",Civil Works - Others,,SEDC-CTC/DDJSPR-23/2021-22,2021_CEDC_73352_1,National Competitive Bid,Works,Nil,Nil,"11,135,062",25-Apr-2022,"INR 11,135,062",NA,Jagatsinghapur,Jagatsinghapur,Jagatsinghapur,"'ANIANKA', 'SAMANTARAPUR'",ERASAMA,,SAMANTARAPUR,ERASAMA,ERASAMA
852,Renovation by Dredging of Hansua Drainage cut from Panchapalli VRB at RD 81.62 KM to U/S of Nagari creek at RD 86.53 KM under DIP,"Ersama block,Jagatsinghpur district",754139,"CE,Drainage,Cuttack||SE,Drainage,Cuttack","O/o the CE,Drainage,Cuttack",Dredging work,"10,46,64,838",Civil Works - Others,,CE-DR-CTC-02/2021-22,2022_CEDC_75544_1,National Competitive Bid,Works,Nil,Nil,"88,975,579",21-Oct-2022,"INR 88,975,579",NA,NA,Jagatsinghapur,Jagatsinghapur,,,,,ERASAMA,ERASAMA
1091,SR to Arada Inderpa Road RD from 00 mtr to 1100 mtr CC Drain at both side for the Year 2022 23,Jagatsinghapur,754103,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Jagatsinghapur,SR to Arada Inderpa Road RD from 00 mtr to 1100 mtr CC Drain at both side for the Year 2022 23,"24,77,247",Civil Works - Roads,,03 of 2022-23,2022_CERWI_79331_1,Open Tender,Works,Nil,Nil,"2,105,907",04-Jan-2023,"INR 2,105,907",NA,NA,Jagatsinghapur,Jagatsinghapur,'ARADA',TIRTOL,,,ERASAMA,ERASAMA
1094,SR to Borikina Osakana Road RD 3100 mtr to 3290 mtr B.T repair and Protection work for the Year 2022 23,Jagatsinghapur,754103,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Jagatsinghapur,SR to Borikina Osakana Road RD 3100 mtr to 3290 mtr B.T repair and Protection work for the Year 2022 23,"8,81,457",Civil Works - Roads,,03 of 2022-23,2022_CERWI_79238_1,Open Tender,Works,Nil,Nil,"749,327",12-Sep-2022,"INR 749,327",NA,NA,Jagatsinghapur,Jagatsinghapur,"'OSAKANA', 'BORIKINA'",BALIKUDA,,OSAKANA,ERASAMA,ERASAMA
1095,SR to Gaithipur Kusupur road RD from 6100 mtr to 6250 mtr such as CC drain at both side for the year 2022 23,Jagatsinghapur,754103,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Jagatsinghapur,SR to Gaithipur Kusupur road RD from 6100 mtr to 6250 mtr such as CC drain at both side for the year 2022 23,"7,08,098",Civil Works - Roads,,03 of 2022-23,2022_CERWI_79225_1,Open Tender,Works,Nil,Nil,"601,954",11-Oct-2022,"INR 601,954",NA,NA,Jagatsinghapur,Jagatsinghapur,"'GAITHIPUR', 'KUSUPUR'",BALIKUDA,,KUSUPUR,ERASAMA,ERASAMA
1103,Transeverse drain,CHITRAKONDA,764052,"CCE Potteru Irr.Project,Balimela",S.I.SUB DIVN MALKANGIRI,Earth work hume pipe RCC M 20,"66,37,000",Civil Works - Others,,EE CKD NCB/05 /ORDRIPW-05 / 2019-20,2020_CCEBA_59020_1,Open Tender,Works,EXECUTIVE ENGINEER EDD CKD,CHITRAKONDA,"7,276,609",29-Jul-2022,"INR 7,276,609",NA,NA,Malkangiri,Malkangiri,,,,,ERASAMA,ERASAMA
13,3) Installation of Recharge Shaft cum Monitoring Station at 8 nos. locations of Badasahi Block of Mayurbhanj District and 8nos. of locations of Joda Block of Keonjhar District,Baripada,757001,Ground Water Survey and Investigation,"Deputy Director Geology, GWD Division Baripada",Installation of Recharge Shaft cum Monitoring Station at 8 nos. locations of Badasahi Block of Mayurbhanj District and 8nos. of locations of Joda Block of Keonjhar District,"33,70,410",Civil Works - Others,,03-06/GWBPD/ARUA/2022-23,2022_GWSI_84355_3,Open Tender,Works,Nil,Nil,"3,525,449",07-Feb-2023,"INR 3,525,449",NA,Mayurbhanj,NA,Mayurbhanj,'BADASAHI',BADASAHI,,BADASAHI,BADASAHI,BADASAHI
93,Construction of Amdabeda Check Dam over Local nalla near village Amdabeda in Bijatala Block of Mayurbhanj District.,BIJATALA,757048,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur",MI DIVISION JASHIPUR,Construction of Amdabeda Check Dam over Local nalla near village Amdabeda in Bijatala Block of Mayurbhanj District.,"68,29,016",Civil Works - Others,CHECK DAM,SE-09/MID JSP/2022-23,2023_CEMIB_85979_5,Open Tender,Works,Nil,Nil,5805346.23,14-Mar-2023,INR 6829015.68,NA,Mayurbhanj,NA,Mayurbhanj,"'BIJATALA', 'AMDABEDA'",BIJATALA,,BIJATALA,BIJATALA,BIJATALA
95,"Construction of approach road, drainage system, main gate, boundary wall and renovation of staff toilet and administrative Block of Badampahar Higher Secondary School under Kusumi Block.",Badampahar,757050,ST and SC Development Deptt||ITDA Rairangpur,"ITDA, Rairangpur","Construction of approach road, drainage system, main gate, boundary wall and renovation of staff toilet and administrative Block of Badampahar Higher Secondary School under Kusumi Block.","8,77,192",Civil Works - Buildings,,"TCN-02/2022-23 of ITDA, Rairangpur",2022_STSCD_77809_19,National Competitive Bid,Works,Nil,Nil,"745,701.26",30-Nov-2022,"INR 745,701.26",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,'KUSUMI',RAIRANGPUR,,KUSUMI,RAIRANGPUR,RAIRANGPUR
99,Construction of Balarampur Nalla-II Check Dam over Balarampur nalla near village Balarampur in Bijatala Block of Mayurbhanj District.,BIJATALA,757048,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur",MI DIVISION JASHIPUR,Construction of Balarampur Nalla-II Check Dam over Balarampur nalla near village Balarampur in Bijatala Block of Mayurbhanj District.,"65,64,054",Civil Works - Others,CHECK DAM,SE-09/MID JSP/2022-23,2023_CEMIB_85979_4,Open Tender,Works,Nil,Nil,5580102.18,14-Mar-2023,INR 6564053.86,NA,Mayurbhanj,NA,Mayurbhanj,"'BALARAMPUR', 'BIJATALA'",BIJATALA,,BIJATALA,BIJATALA,BIJATALA
101,Construction of Barabindha Check Dam over Dardara nalla near village Barabindha in Thakurmunda Block of Mayurbhanj District.,THAKURMUNDA,757038,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur",MI DIVISION JASHIPUR,Construction of Barabindha Check Dam over Dardara nalla near village Barabindha in Thakurmunda Block of Mayurbhanj District.,"49,72,373",Civil Works - Others,CHECK DAM,SE-10/MID JSP/2022-23,2023_CEMIB_85981_4,Open Tender,Works,Nil,Nil,4227014.04,10-Mar-2023,INR 4972372.71,NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,"'THAKURMUNDA', 'DARDARA'",THAKURMUNDA,,THAKURMUNDA,THAKURMUNDA,THAKURMUNDA
201,Construction of Dadekudar Check Dam over Local nalla near village Dharichua in Kusumi Block of Mayurbhanj District.,KUSUMI,757047,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur",MI DIVISION JASHIPUR,Construction of Dadekudar Check Dam over Local nalla near village Dharichua in Kusumi Block of Mayurbhanj District.,"60,44,330",Civil Works - Others,CHECK DAM,SE-09/MID JSP/2022-23,2023_CEMIB_85979_2,Open Tender,Works,Nil,Nil,5138285.33,21-Mar-2023,INR 6044330.47,NA,Mayurbhanj,NA,Mayurbhanj,'KUSUMI',KUSUMI,,KUSUMI,KUSUMI,KUSUMI
207,Construction of Dhobadhubani Check Dam over local nalla near village Dhobadhubani in Tiring Block of Mayurbhanj District.,Tiring,757053,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur","O/O EE, M.I. Division, Jashipur",Construction of Dhobadhubani Check Dam over local nalla near village Dhobadhubani in Tiring Block of Mayurbhanj District.,"59,11,932",Civil Works - Others,Check Dam,EE-07 MID JSP/2022-23,2022_CEMIB_83563_3,Open Tender,Works,Nil,Nil,"5,025,734",21-Jan-2023,"INR 5,911,932.25",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,,TIRING,,TIRING,TIRING,TIRING
208,Construction of Dhublabeda Check Dam over Chiru nalla near village Dhublabeda in Tiring Block of Mayurbhanj District.,Tiring,757053,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur","O/O EE, M.I. Division, Jashipur",Construction of Dhublabeda Check Dam over Chiru nalla near village Dhublabeda in Tiring Block of Mayurbhanj District.,"62,68,927",Civil Works - Others,Check Dam,EE-07 MID JSP/2022-23,2022_CEMIB_83563_2,Open Tender,Works,Nil,Nil,"5,329,215",05-Jan-2023,"INR 6,268,926.89",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,,TIRING,,TIRING,TIRING,TIRING
257,Construction of Ghodadega Check Dam over Chulibhanga nalla near village Ghodadega in Kusumi Block of Mayurbhanj District.,KUSUMI,757047,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur",MI DIVISION JASHIPUR,Construction of Ghodadega Check Dam over Chulibhanga nalla near village Ghodadega in Kusumi Block of Mayurbhanj District.,"52,09,250",Civil Works - Others,CHECK DAM,SE-09/MID JSP/2022-23,2023_CEMIB_85979_1,Open Tender,Works,Nil,Nil,4428383.37,14-Mar-2023,INR 5209249.94,NA,Mayurbhanj,NA,Mayurbhanj,"'KUSUMI', 'CHULIBHANGA', 'GHODADEGA'",KUSUMI,,KUSUMI,KUSUMI,KUSUMI
273,Construction of Khamdia Check Dam over Kantamuli nalla near village Khamdia in Thakurmunda Block of Mayurbhanj District.,THAKURMUNDA,757038,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur",MI DIVISION JASHIPUR,Construction of Khamdia Check Dam over Kantamuli nalla near village Khamdia in Thakurmunda Block of Mayurbhanj District.,"48,19,453",Civil Works - Others,CHECK DAM,SE-10/MID JSP/2022-23,2023_CEMIB_85981_3,Open Tender,Works,Nil,Nil,4097017.25,10-Mar-2023,INR 4819453.29,NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,'THAKURMUNDA',THAKURMUNDA,,THAKURMUNDA,THAKURMUNDA,THAKURMUNDA
281,Construction of Kunkijharan Check Dam over local nalla near village Uskigalusahi in Jashipur Block of Mayurbhanj District,Jashipur,757034,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur","O/O EE M.I Division, Jashipur",Construction of Kunkijharan Check Dam over local nalla near village Uskigalusahi in Jashipur Block of Mayurbhanj District,"37,73,740",Civil Works - Others,Check Dam,EE MID JSP-6/ 2022-23,2022_CEMIB_82826_1,Open Tender,Works,Nil,Nil,"3,208,056",28-Dec-2022,"INR 3,773,739.51",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,'JASHIPUR',BAHALDA,,JASHIPUR,THAKURMUNDA,THAKURMUNDA
297,Construction of Naubudani Asura Check Dam over local nalla near village Naubudani Asura in Jashipur Block of Mayurbhanj District.,Jashipur,757034,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur","O/O EE, M.I. Division, Jashipur",Construction of Naubudani Asura Check Dam over local nalla near village Naubudani Asura in Jashipur Block of Mayurbhanj District.,"52,16,307",Civil Works - Others,Check Dam,EE-07 MID JSP/2022-23,2022_CEMIB_83563_1,Open Tender,Works,Nil,Nil,"4,434,382",30-Dec-2022,"INR 5,216,306.52",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,"'ASURA', 'NAUBUDANI', 'JASHIPUR'",BAHALDA,,JASHIPUR,THAKURMUNDA,THAKURMUNDA
372,Construction of Sanaramchandrapur-II Check Dam over local nalla near village Sanaramchandrapur in Karanjia Block of Mayurbhanj District,Karanjia,757037,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE,MI Divn, Jashipur","O/O EE M. I Division, Jashipur",Construction of Sanaramchandrapur-II Check Dam over local nalla near village Sanaramchandrapur in Karanjia Block of Mayurbhanj District,"49,53,114",Civil Works - Others,CHECK DAM,EE MID JSP-6/ 2022-23,2022_CEMIB_82826_2,Open Tender,Works,Nil,Nil,"4,210,642",28-Dec-2022,"INR 4,953,114.03",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,'KARANJIA',KARANJIA,,,KARANJIA,KARANJIA
477,"EXECUTION OF 4 NOS. RETROFITTING OF RPWS SCHEMES CLUBBED UP AT 1. BIDYADHARPUR AND ADJ, 2. KARANJIA, 3. KUSUDIHA, 4. PATRAJHADA UNDER BASTA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",BALASORE,756001,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,O/O EE RWSS DIVISION BALASORE,RPWS WITH RCC ESR,"3,91,67,769",Civil Works - Water Works,,TCN NO. 02 DT. 08.04.2022,2022_RWSS_77025_1,National Competitive Bid,Works,Nil,Nil,"40,338,886",17-Oct-2022,"INR 40,338,886",NA,Mayurbhanj,NA,Mayurbhanj,"'BIDYADHARPUR', 'KARANJIA'",KARANJIA,,,KARANJIA,KARANJIA
717,Installation of Recharge Shaft cum Monitoring Station at 12 nos. locations of Baliapal Block of Balasore Districts and 8 nos. of locations of Rasgovindpur Block of Mayurbhanj District,Baripada,757001,Ground Water Survey and Investigation,"D.D. Geology, GWD Division Baripada",Installation of Recharge Shaft cum Monitoring Station at 12 nos. locations of Baliapal Block of Balasore Districts and 8 nos. of locations of Rasgovindpur Block of Mayurbhanj District,"42,13,062",Civil Works - Others,,03-06/GWBPD/ARUA/2022-23,2022_GWSI_84355_1,Open Tender,Works,Nil,Nil,"4,411,328",07-Mar-2023,"INR 4,411,328",NA,Mayurbhanj,NA,Mayurbhanj,,RASGOVINDPUR,,RASGOVINDPUR,RASGOVINDPUR,RASGOVINDPUR
724,Installation of Recharge Shafts and Monitoring Station at 20 Locations under Baliapala Block of Balasore District Part 1,Takatpur Baripada Dist Mayurbhanj Pin 757003,757003,Ground Water Survey and Investigation,Baripada,Installation of Recharge Shafts and Monitoring Station at 20 Locations under Baliapala Block of Balasore District Part 1,"42,13,000",Civil Works - Others,,01/GWBPD/ARUA/2022-23,2022_GWSI_82482_1,National Competitive Bid,Works,"Deputy Director, Geology, GWD Division ,Baripada",Baripada,"4,571,105",06-Dec-2022,"INR 4,571,105",NA,NA,Mayurbhanj,Mayurbhanj,,,,,RASGOVINDPUR,RASGOVINDPUR
1038,"S/R to Bahalda- Chaibasa Border Road ODR such providing RCC drain, cutting high flanks, tree painting, kilometre stone, culvert painting from 3/935 to 4/378 km, 4/813 to 5/00 km, 5/600 to 6/123 km, 5/667 to 7/450 km for 2021-22",RAIRANGPUR,757043,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,ROAD WORK,"15,45,300",Civil Works - Roads,,IFB SE 24 OF 2021-22,2021_EICCL_72903_11,Open Tender,Works,Nil,Nil,"1,313,656",07-Jun-2022,"INR 1,313,656",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,'BAHALDA',BAHALDA,,BAHALDA,BAHALDA,BAHALDA
1039,"S/R to Bahalda-Station Approach Road such as providing BUSG and SDBC ,tree painting, kilometer stone, culvert painting and high flank cutting from 3/000 km to 5/000 Km for 2021-22",RAIRANGPUR,757043,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,ROAD WORK,"29,67,000",Civil Works - Roads,,IFB SE 24 OF 2021-22,2021_EICCL_72903_4,Open Tender,Works,Nil,Nil,"2,581,581",07-Jun-2022,"INR 2,581,581",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,'BAHALDA',BAHALDA,,BAHALDA,BAHALDA,BAHALDA
1040,S/R to Baneikala to Purunapani road Such as Construction of one no Boxcell culvert for the year 2022 23,"KARANJIA,MAYURBHANJ",757037,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,"O/O the S.E.R.W.Divison,Karanjia",S/R to Baneikala to Purunapani road Such as Construction of one no Boxcell culvert for the year 2022 23,"30,96,999",Civil Works - Roads,,RWDKNJ 05/2022-23,2022_CERWI_79766_1,Open Tender,Works,Nil,Nil,"2,632,758.79",07-Oct-2022,"INR 2,632,758.79",NA,NA,Mayurbhanj,Mayurbhanj,"'PURUNAPANI', 'BANEIKALA'",BISOI,,PURUNAPANI,BAHALDA,BAHALDA
1046,"S/R to Nuagaon ( Rairangpur College) to Dundu via Jamda Road ODR such as fixing of kilometre stone and prolonged stone, bush cutting, flank dressing and paiting to trees, parapet of culvert from 25/100 to 32/526 km for 2021-22",RAIRANGPUR,757043,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,ROAD WORK,"8,92,900",Civil Works - Roads,,IFB SE 24 OF 2021-22,2021_EICCL_72903_13,Open Tender,Works,Nil,Nil,"759,066",07-Jun-2022,"INR 759,066",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,"'NUAGAON', 'JAMDA'",JAMDA,,NUAGAON,JAMDA,JAMDA
1047,"S/R to Nuagaon ( Rairangpur College) to Dundu via Jamda Road ODR such as providing tree painting, kilometre stone, culvert painting high flank cutting , pothole repair with PMC and SC from 8/000 to 25/000 km for 2021-22",RAIRANGPUR,757043,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,ROAD WORK,"12,94,600",Civil Works - Roads,,IFB SE 24 OF 2021-22,2021_EICCL_72903_12,Open Tender,Works,Nil,Nil,"1,100,556",06-Jun-2022,"INR 1,100,556",NA,Mayurbhanj,Mayurbhanj,Mayurbhanj,"'NUAGAON', 'JAMDA'",JAMDA,,NUAGAON,JAMDA,JAMDA
17,CC ROAD AND DRAIN,NAC ODAGAON,752081,Municipal Bodies,NAC ODAGAON,Construction of Balanced CC Road And RCC Drain At The End Of Tota Word No.08 of NAC Odagaon.,"2,49,020",Civil Works - Others,,NAC-ODG-07-2022-23,2022_ORULB_77863_4,Open Tender,Works,Nil,Nil,"249,019.72",10-Jun-2022,"INR 249,019.72",NA,Nayagarh,Nayagarh,Nayagarh,,ODAGAON,,,ODAGAON,ODAGAON
90,Construction Of 8 Nos Recharge Shafts in Tanks or Ponds in Nayagarh Block Of Nayagarh District,"Deputy Director, Geology GWD Division-II Bbsr",751001,Ground Water Survey and Investigation,BHUBANESWAR,Construction Of 8 Nos Recharge Shafts in Tanks or Ponds in Nayagarh Block Of Nayagarh District,"15,73,000",Civil Works - Others,,01/GWRSD/ARUA/2022-23,2022_GWSI_82773_1,National Competitive Bid,Works,Deputy Director Geology GWD Division-II Bbsr,BHUBANESWAR,"1,714,888",01-Dec-2022,"INR 1,714,888",NA,Nayagarh,NA,Nayagarh,,NAYAGARH,,,NAYAGARH,NAYAGARH
411,DRAIN,NAC ODAGAON,752081,Municipal Bodies,NAC ODAGAON,Construction of RCC Drain With Cover Plate From Laughing club to Existing Culvert at Dalak in Ward No. 13 Of NAC Odagaon.,"4,94,325",Civil Works - Others,,NAC-ODG-07-2022-23,2022_ORULB_77863_3,Open Tender,Works,Nil,Nil,"494,324.62",10-Jun-2022,"INR 494,324.62",NA,Nayagarh,Nayagarh,Nayagarh,,ODAGAON,,,ODAGAON,ODAGAON
